datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp
2022/10/22 00:05:14,GOES-16,Brasil,PARA,MONTE ALEGRE,Amazonia,2,8.14,0.03,-1.4215,-53.9763,67.4
2022/10/22 00:05:14,GOES-16,Brasil,PARA,MONTE ALEGRE,Amazonia,2,8.09,0.28,-1.4398,-53.9761,42
2022/10/22 00:05:18,GOES-16,Brasil,PARA,MONTE ALEGRE,Amazonia,3,0.13,0.68,-2.1361,-54.4471,51.1
2022/10/22 00:05:18,GOES-16,Brasil,PARA,MONTE ALEGRE,Amazonia,3,0.2,0.6,-2.1362,-54.4271,50.9
2022/10/22 00:05:18,GOES-16,Brasil,PARA,MONTE ALEGRE,Amazonia,3,0.13,1,-2.1545,-54.4468,70.3
2022/10/22 00:05:18,GOES-16,Brasil,PARA,MONTE ALEGRE,Amazonia,3,0.2,0.97,-2.1545,-54.4268,71.1
2022/10/22 00:05:18,GOES-16,Brasil,PARA,PORTO DE MOZ,Amazonia,4,6.1,0.15,-2.1602,-52.0975,44.4
2022/10/22 00:05:22,GOES-16,Brasil,PARA,TOME-ACU,Amazonia,4,1.86,0.52,-2.8361,-48.4286,47.2
2022/10/22 00:05:22,GOES-16,Brasil,PARA,TOME-ACU,Amazonia,5,1.97,0.9,-2.8546,-48.428,54.7
2022/10/22 00:05:22,GOES-16,Brasil,PARA,BELTERRA,Amazonia,0,3.2,0.01,-2.8691,-54.8519,47.5
2022/10/22 00:05:23,GOES-16,Brasil,PARA,PORTEL,Amazonia,4,17.37,0.05,-2.9944,-50.5025,78.5
2022/10/22 00:05:23,GOES-16,Brasil,PARA,PARAGOMINAS,Amazonia,12,0,0.92,-3.0826,-47.0308,78
2022/10/22 00:05:24,GOES-16,Brasil,PARA,MOJU,Amazonia,4,2.99,0.2,-3.1294,-49.0831,62.3
2022/10/22 00:05:25,GOES-16,Brasil,PARA,PORTEL,Amazonia,0,7.14,0.68,-3.3823,-50.4486,57.8
2022/10/22 00:05:27,GOES-16,Brasil,PARA,URUARA,Amazonia,2,6.98,0,-3.6998,-53.8279,60.3
2022/10/22 00:05:27,GOES-16,Brasil,PARA,URUARA,Amazonia,1,6.79,0,-3.6999,-53.8077,73.4
2022/10/22 00:05:27,GOES-16,Brasil,PARA,URUARA,Amazonia,1,7.26,0,-3.7182,-53.8273,71.3
2022/10/22 00:05:27,GOES-16,Brasil,PARA,URUARA,Amazonia,1,7.27,0,-3.7183,-53.8071,90.2
2022/10/22 00:05:28,GOES-16,Brasil,PARA,ULIANOPOLIS,Amazonia,28,5.63,0.35,-3.8392,-47.7871,77.5
2022/10/22 00:05:29,GOES-16,Brasil,PARA,BREU BRANCO,Amazonia,3,7.38,0.71,-3.9784,-49.4775,74.3
2022/10/22 00:05:29,GOES-16,Brasil,PARA,BREU BRANCO,Amazonia,2,8.16,0.48,-3.9969,-49.4768,82.7
2022/10/22 00:05:29,GOES-16,Brasil,PARA,GOIANESIA DO PARA,Amazonia,7,2.51,1,-4.0733,-49.0477,53.7
2022/10/22 00:05:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,20,0,1,-4.4056,-43.4514,179.9
2022/10/22 00:05:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,20,0,1,-4.4058,-43.4282,482
2022/10/22 00:05:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,18,0,1,-4.4059,-43.4049,134.9
2022/10/22 00:05:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,20,0,1,-4.4243,-43.4503,285.3
2022/10/22 00:05:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,19,0,1,-4.4245,-43.4271,858.6
2022/10/22 00:05:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,18,0,1,-4.4246,-43.4038,315.2
2022/10/22 00:05:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,19,0,1,-4.4431,-43.4259,159.4
2022/10/22 00:05:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,17,0,1,-4.4433,-43.4027,81.7
2022/10/22 00:05:31,GOES-16,Brasil,MARANHAO,BURITICUPU,Amazonia,42,0,1,-4.4793,-46.3296,97.1
2022/10/22 00:05:31,GOES-16,Brasil,MARANHAO,BURITICUPU,Amazonia,47,0,1,-4.4795,-46.3074,98.4
2022/10/22 00:05:32,GOES-16,Brasil,PARA,NOVO REPARTIMENTO,Amazonia,5,2.7,1,-4.6249,-49.7461,70.1
2022/10/22 00:05:32,GOES-16,Brasil,PARA,NOVO REPARTIMENTO,Amazonia,4,2.97,1,-4.6434,-49.7453,81
2022/10/22 00:05:32,GOES-16,Brasil,PARA,NOVO REPARTIMENTO,Amazonia,4,2.97,1,-4.6436,-49.7241,56.3
2022/10/22 00:05:35,GOES-16,Brasil,MARANHAO,CIDELANDIA,Amazonia,9,2.6,0.49,-5.0448,-47.9453,86.2
2022/10/22 00:05:38,GOES-16,Brasil,MARANHAO,GRAJAU,Cerrado,26,0,1,-5.6393,-45.7239,68.1
2022/10/22 00:05:38,GOES-16,Brasil,MARANHAO,GRAJAU,Cerrado,27,0.03,1,-5.6578,-45.7451,95.1
2022/10/22 00:05:38,GOES-16,Brasil,MARANHAO,GRAJAU,Cerrado,27,0.03,1,-5.658,-45.7226,211.8
2022/10/22 00:05:38,GOES-16,Brasil,MARANHAO,GRAJAU,Cerrado,27,0.03,1,-5.6582,-45.7001,65.9
2022/10/22 00:05:47,GOES-16,Brasil,MARANHAO,LORETO,Cerrado,27,0.68,1,-7.2186,-45.0341,51.4
2022/10/22 00:05:50,GOES-16,Brasil,MARANHAO,SAMBAIBA,Cerrado,25,4.11,0.75,-7.777,-45.5045,62.2
2022/10/22 00:05:51,GOES-16,Brasil,PIAUI,URUCUI,Cerrado,4,0.1,1,-8.0323,-44.6131,80.8
2022/10/22 00:05:51,GOES-16,Brasil,PIAUI,URUCUI,Cerrado,1,0.1,1,-8.0509,-44.6341,107.5
2022/10/22 00:05:51,GOES-16,Brasil,PIAUI,URUCUI,Cerrado,1,0.05,1,-8.0512,-44.6112,92
2022/10/22 00:05:54,GOES-16,Brasil,PIAUI,RIBEIRO GONCALVES,Cerrado,26,9.45,0.32,-8.4554,-45.437,117.2
2022/10/22 00:05:54,GOES-16,Brasil,PIAUI,RIBEIRO GONCALVES,Cerrado,26,9.06,0.38,-8.4743,-45.4351,187.7
2022/10/22 00:05:56,GOES-16,Brasil,TOCANTINS,ARAGUACEMA,Cerrado,5,43.62,0,-8.8953,-49.4737,58.9
2022/10/22 00:06:13,GOES-16,Brasil,BAHIA,RIACHAO DAS NEVES,Cerrado,27,0,1,-11.9207,-44.9525,83.4
2022/10/22 00:06:24,GOES-16,Brasil,BAHIA,MATINA,Caatinga,27,0.9,1,-13.9122,-42.8895,63.2
2022/10/22 00:15:14,GOES-16,Brasil,PARA,MONTE ALEGRE,Amazonia,2,8.14,0.03,-1.4215,-53.9763,55.4
2022/10/22 00:15:18,GOES-16,Brasil,PARA,MONTE ALEGRE,Amazonia,3,0.13,0.68,-2.1361,-54.4471,67.8
2022/10/22 00:15:18,GOES-16,Brasil,PARA,MONTE ALEGRE,Amazonia,3,0.2,0.6,-2.1362,-54.4271,73.7
2022/10/22 00:15:18,GOES-16,Brasil,PARA,MONTE ALEGRE,Amazonia,3,0.13,1,-2.1545,-54.4468,73.4
2022/10/22 00:15:18,GOES-16,Brasil,PARA,MONTE ALEGRE,Amazonia,3,0.2,0.97,-2.1545,-54.4268,73.5
2022/10/22 00:15:22,GOES-16,Brasil,PARA,BELTERRA,Amazonia,0,3.2,0.01,-2.8691,-54.8519,43.4
2022/10/22 00:15:23,GOES-16,Brasil,PARA,PORTEL,Amazonia,4,17.37,0.05,-2.9944,-50.5025,80.6
2022/10/22 00:15:23,GOES-16,Brasil,PARA,MOJU,Amazonia,4,12.16,0.02,-3.0734,-49.2127,55.1
2022/10/22 00:15:23,GOES-16,Brasil,PARA,PARAGOMINAS,Amazonia,12,0,0.92,-3.0826,-47.0308,91.5
2022/10/22 00:15:25,GOES-16,Brasil,PARA,PORTEL,Amazonia,0,13.92,0.15,-3.3261,-50.6388,57.5
2022/10/22 00:15:25,GOES-16,Brasil,PARA,PORTEL,Amazonia,0,14.36,0.13,-3.3262,-50.6178,118.8
2022/10/22 00:15:25,GOES-16,Brasil,PARA,PORTEL,Amazonia,0,14.01,0.12,-3.3445,-50.6382,109.7
2022/10/22 00:15:25,GOES-16,Brasil,PARA,PORTEL,Amazonia,0,14.35,0.13,-3.3446,-50.6172,227.9
2022/10/22 00:15:25,GOES-16,Brasil,PARA,PORTEL,Amazonia,0,14.67,0.01,-3.3447,-50.5963,66.2
2022/10/22 00:15:25,GOES-16,Brasil,PARA,PORTEL,Amazonia,0,13.81,0.13,-3.3631,-50.6166,66.1
2022/10/22 00:15:25,GOES-16,Brasil,PARA,PORTEL,Amazonia,0,7.14,0.68,-3.3823,-50.4486,50.3
2022/10/22 00:15:27,GOES-16,Brasil,PARA,URUARA,Amazonia,1,7.26,0,-3.7182,-53.8273,82.3
2022/10/22 00:15:27,GOES-16,Brasil,PARA,URUARA,Amazonia,1,7.27,0,-3.7183,-53.8071,109.6
2022/10/22 00:15:28,GOES-16,Brasil,PARA,ULIANOPOLIS,Amazonia,28,5.63,0.35,-3.8392,-47.7871,63.3
2022/10/22 00:15:29,GOES-16,Brasil,PARA,BREU BRANCO,Amazonia,2,8.16,0.48,-3.9969,-49.4768,81.5
2022/10/22 00:15:29,GOES-16,Brasil,PARA,GOIANESIA DO PARA,Amazonia,7,2.16,1,-4.0548,-49.0485,58.2
2022/10/22 00:15:29,GOES-16,Brasil,PARA,GOIANESIA DO PARA,Amazonia,7,3.33,1,-4.0549,-49.0271,54.1
2022/10/22 00:15:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,20,0,1,-4.4056,-43.4514,152.9
2022/10/22 00:15:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,20,0,1,-4.4058,-43.4282,353
2022/10/22 00:15:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,18,0,1,-4.4059,-43.4049,129.6
2022/10/22 00:15:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,20,0,1,-4.4243,-43.4503,280.5
2022/10/22 00:15:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,19,0,1,-4.4245,-43.4271,751
2022/10/22 00:15:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,18,0,1,-4.4246,-43.4038,261.8
2022/10/22 00:15:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,19,0,1,-4.4431,-43.4259,164.8
2022/10/22 00:15:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,17,0,1,-4.4433,-43.4027,82.2
2022/10/22 00:15:32,GOES-16,Brasil,PARA,NOVO REPARTIMENTO,Amazonia,4,2.97,1,-4.6434,-49.7453,97.9
2022/10/22 00:15:32,GOES-16,Brasil,PARA,NOVO REPARTIMENTO,Amazonia,4,2.97,1,-4.6436,-49.7241,62.7
2022/10/22 00:15:35,GOES-16,Brasil,MARANHAO,CIDELANDIA,Amazonia,9,2.6,0.49,-5.0448,-47.9453,77.8
2022/10/22 00:15:38,GOES-16,Brasil,MARANHAO,GRAJAU,Cerrado,26,0,1,-5.6393,-45.7239,61.9
2022/10/22 00:15:38,GOES-16,Brasil,MARANHAO,GRAJAU,Cerrado,27,0.03,1,-5.6578,-45.7451,56
2022/10/22 00:15:38,GOES-16,Brasil,MARANHAO,GRAJAU,Cerrado,27,0.03,1,-5.658,-45.7226,129
2022/10/22 00:15:50,GOES-16,Brasil,MARANHAO,SAMBAIBA,Cerrado,25,4.11,0.75,-7.777,-45.5045,54.4
2022/10/22 00:15:51,GOES-16,Brasil,PIAUI,URUCUI,Cerrado,4,0.12,1,-8.032,-44.6361,90.3
2022/10/22 00:15:51,GOES-16,Brasil,PIAUI,URUCUI,Cerrado,4,0.1,1,-8.0323,-44.6131,130.1
2022/10/22 00:15:51,GOES-16,Brasil,PIAUI,URUCUI,Cerrado,1,0.1,1,-8.0509,-44.6341,113.8
2022/10/22 00:15:51,GOES-16,Brasil,PIAUI,URUCUI,Cerrado,1,0.05,1,-8.0512,-44.6112,132.1
2022/10/22 00:15:54,GOES-16,Brasil,PIAUI,RIBEIRO GONCALVES,Cerrado,26,9.45,0.32,-8.4554,-45.437,75.3
2022/10/22 00:15:54,GOES-16,Brasil,PIAUI,RIBEIRO GONCALVES,Cerrado,26,9.32,0.33,-8.474,-45.4578,55.2
2022/10/22 00:15:54,GOES-16,Brasil,PIAUI,RIBEIRO GONCALVES,Cerrado,26,9.06,0.38,-8.4743,-45.4351,124.4
2022/10/22 00:15:54,GOES-16,Brasil,PIAUI,RIBEIRO GONCALVES,Cerrado,26,8.61,0.44,-8.4932,-45.4331,60.1
2022/10/22 00:16:01,GOES-16,Brasil,ALAGOAS,JEQUIA DA PRAIA,Mata Atlantica,11,0,1,-9.9126,-36.2093,82.8
2022/10/22 00:25:14,GOES-16,Brasil,PARA,MONTE ALEGRE,Amazonia,2,8.09,0.28,-1.4398,-53.9761,38.5
2022/10/22 00:25:14,GOES-16,Brasil,PARA,MONTE ALEGRE,Amazonia,2,8.14,0.03,-1.4215,-53.9763,45
2022/10/22 00:25:18,GOES-16,Brasil,PARA,MONTE ALEGRE,Amazonia,3,0.2,0.97,-2.1545,-54.4268,66.3
2022/10/22 00:25:18,GOES-16,Brasil,PARA,MONTE ALEGRE,Amazonia,3,0.13,1,-2.1545,-54.4468,56.5
2022/10/22 00:25:18,GOES-16,Brasil,PARA,MONTE ALEGRE,Amazonia,3,0.2,0.6,-2.1362,-54.4271,58.4
2022/10/22 00:25:18,GOES-16,Brasil,PARA,MONTE ALEGRE,Amazonia,3,0.13,0.68,-2.1361,-54.4471,45.7
2022/10/22 00:25:23,GOES-16,Brasil,PARA,PARAGOMINAS,Amazonia,12,0,0.92,-3.0826,-47.0308,80.6
2022/10/22 00:25:23,GOES-16,Brasil,PARA,MOJU,Amazonia,4,12.16,0.02,-3.0734,-49.2127,56.2
2022/10/22 00:25:24,GOES-16,Brasil,PARA,MOJU,Amazonia,4,2.99,0.2,-3.1294,-49.0831,58.6
2022/10/22 00:25:25,GOES-16,Brasil,PARA,PORTEL,Amazonia,0,13.81,0.13,-3.3631,-50.6166,78.3
2022/10/22 00:25:25,GOES-16,Brasil,PARA,PORTEL,Amazonia,0,14.35,0.13,-3.3446,-50.6172,305.4
2022/10/22 00:25:25,GOES-16,Brasil,PARA,PORTEL,Amazonia,0,14.01,0.12,-3.3445,-50.6382,159.2
2022/10/22 00:25:25,GOES-16,Brasil,PARA,PORTEL,Amazonia,0,14.36,0.13,-3.3262,-50.6178,114.8
2022/10/22 00:25:25,GOES-16,Brasil,PARA,PORTEL,Amazonia,0,13.92,0.15,-3.3261,-50.6388,79.3
2022/10/22 00:25:27,GOES-16,Brasil,PARA,URUARA,Amazonia,1,7.27,0,-3.7183,-53.8071,81.2
2022/10/22 00:25:27,GOES-16,Brasil,PARA,URUARA,Amazonia,1,7.26,0,-3.7182,-53.8273,61
2022/10/22 00:25:27,GOES-16,Brasil,PARA,URUARA,Amazonia,1,6.79,0,-3.6999,-53.8077,61.5
2022/10/22 00:25:27,GOES-16,Brasil,PARA,URUARA,Amazonia,2,6.98,0,-3.6998,-53.8279,48.8
2022/10/22 00:25:28,GOES-16,Brasil,PARA,ULIANOPOLIS,Amazonia,28,5.63,0.35,-3.8392,-47.7871,62.7
2022/10/22 00:25:29,GOES-16,Brasil,PARA,BREU BRANCO,Amazonia,2,8.16,0.48,-3.9969,-49.4768,97.8
2022/10/22 00:25:29,GOES-16,Brasil,PARA,BREU BRANCO,Amazonia,3,7.38,0.71,-3.9784,-49.4775,86
2022/10/22 00:25:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,17,0,1,-4.4433,-43.4027,78.4
2022/10/22 00:25:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,19,0,1,-4.4431,-43.4259,158.9
2022/10/22 00:25:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,18,0,1,-4.4246,-43.4038,193.1
2022/10/22 00:25:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,19,0,1,-4.4245,-43.4271,636.6
2022/10/22 00:25:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,20,0,1,-4.4243,-43.4503,223.6
2022/10/22 00:25:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,18,0,1,-4.4059,-43.4049,122.2
2022/10/22 00:25:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,20,0,1,-4.4058,-43.4282,446.3
2022/10/22 00:25:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,20,0,1,-4.4056,-43.4514,178.1
2022/10/22 00:25:32,GOES-16,Brasil,PARA,NOVO REPARTIMENTO,Amazonia,4,2.97,1,-4.6436,-49.7241,65
2022/10/22 00:25:32,GOES-16,Brasil,PARA,NOVO REPARTIMENTO,Amazonia,4,2.97,1,-4.6434,-49.7453,107.7
2022/10/22 00:25:38,GOES-16,Brasil,MARANHAO,GRAJAU,Cerrado,27,0.03,1,-5.658,-45.7226,97.4
2022/10/22 00:25:38,GOES-16,Brasil,MARANHAO,GRAJAU,Cerrado,27,0.03,1,-5.6578,-45.7451,58.8
2022/10/22 00:25:47,GOES-16,Brasil,MARANHAO,LORETO,Cerrado,27,0.68,1,-7.2186,-45.0341,49.8
2022/10/22 00:25:51,GOES-16,Brasil,PIAUI,URUCUI,Cerrado,1,0.05,1,-8.0512,-44.6112,189.8
2022/10/22 00:25:51,GOES-16,Brasil,PIAUI,URUCUI,Cerrado,1,0.1,1,-8.0509,-44.6341,197
2022/10/22 00:25:51,GOES-16,Brasil,PIAUI,URUCUI,Cerrado,4,0.1,1,-8.0323,-44.6131,99.8
2022/10/22 00:25:56,GOES-16,Brasil,TOCANTINS,ARAGUACEMA,Cerrado,5,43.62,0,-8.8953,-49.4737,57.9
2022/10/22 00:26:00,GOES-16,Brasil,ALAGOAS,CAMPO ALEGRE,Mata Atlantica,10,0,1,-9.777,-36.26,128.3
2022/10/22 00:26:00,GOES-16,Brasil,ALAGOAS,CAMPO ALEGRE,Mata Atlantica,10,0,1,-9.7577,-36.2634,120.7
2022/10/22 00:26:46,GOES-16,Brasil,MINAS GERAIS,ATALEIA,Mata Atlantica,5,1.26,1,-18.2023,-41.3637,78.8
2022/10/22 00:26:46,GOES-16,Brasil,MINAS GERAIS,ATALEIA,Mata Atlantica,7,1.42,1,-18.182,-41.3691,80.3
2022/10/22 00:35:14,GOES-16,Brasil,PARA,MONTE ALEGRE,Amazonia,2,8.14,0.03,-1.4215,-53.9763,48.5
2022/10/22 00:35:18,GOES-16,Brasil,PARA,MONTE ALEGRE,Amazonia,3,0.13,1,-2.1545,-54.4468,74
2022/10/22 00:35:18,GOES-16,Brasil,PARA,MONTE ALEGRE,Amazonia,3,0.2,0.6,-2.1362,-54.4271,58.6
2022/10/22 00:35:18,GOES-16,Brasil,PARA,MONTE ALEGRE,Amazonia,3,0.13,0.68,-2.1361,-54.4471,56.9
2022/10/22 00:35:18,GOES-16,Brasil,PARA,MONTE ALEGRE,Amazonia,3,0.2,0.97,-2.1545,-54.4268,76.5
2022/10/22 00:35:23,GOES-16,Brasil,PARA,PORTEL,Amazonia,4,17.37,0.05,-2.9944,-50.5025,73.2
2022/10/22 00:35:25,GOES-16,Brasil,PARA,PORTEL,Amazonia,0,14.35,0.13,-3.3446,-50.6172,301.2
2022/10/22 00:35:25,GOES-16,Brasil,PARA,PORTEL,Amazonia,0,14.01,0.12,-3.3445,-50.6382,166
2022/10/22 00:35:25,GOES-16,Brasil,PARA,PORTEL,Amazonia,0,14.36,0.13,-3.3262,-50.6178,82.6
2022/10/22 00:35:27,GOES-16,Brasil,PARA,URUARA,Amazonia,1,7.26,0,-3.7182,-53.8273,55.3
2022/10/22 00:35:27,GOES-16,Brasil,PARA,URUARA,Amazonia,1,6.79,0,-3.6999,-53.8077,61.3
2022/10/22 00:35:27,GOES-16,Brasil,PARA,TUCURUI,Amazonia,4,6.53,0.98,-3.6443,-49.7024,69
2022/10/22 00:35:27,GOES-16,Brasil,PARA,URUARA,Amazonia,1,7.27,0,-3.7183,-53.8071,70.8
2022/10/22 00:35:28,GOES-16,Brasil,PARA,PACAJA,Amazonia,2,5.63,0.15,-3.8631,-50.3266,54.9
2022/10/22 00:35:28,GOES-16,Brasil,PARA,PACAJA,Amazonia,3,6.56,0.13,-3.8447,-50.3273,82.1
2022/10/22 00:35:29,GOES-16,Brasil,PARA,BREU BRANCO,Amazonia,2,8.16,0.48,-3.9969,-49.4768,87.1
2022/10/22 00:35:29,GOES-16,Brasil,PARA,BREU BRANCO,Amazonia,3,7.38,0.71,-3.9784,-49.4775,82.5
2022/10/22 00:35:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,17,0,1,-4.4433,-43.4027,67.7
2022/10/22 00:35:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,19,0,1,-4.4431,-43.4259,139.6
2022/10/22 00:35:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,20,0,1,-4.443,-43.4492,66.6
2022/10/22 00:35:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,18,0,1,-4.4246,-43.4038,210.7
2022/10/22 00:35:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,19,0,1,-4.4245,-43.4271,647
2022/10/22 00:35:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,20,0,1,-4.4243,-43.4503,231.9
2022/10/22 00:35:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,18,0,1,-4.4059,-43.4049,103.1
2022/10/22 00:35:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,20,0,1,-4.4058,-43.4282,374.1
2022/10/22 00:35:31,GOES-16,Brasil,MARANHAO,ALDEIAS ALTAS,Cerrado,20,0,1,-4.4056,-43.4514,154.3
2022/10/22 00:35:32,GOES-16,Brasil,PARA,NOVO REPARTIMENTO,Amazonia,4,2.97,1,-4.6434,-49.7453,90.4
2022/10/22 00:35:32,GOES-16,Brasil,PARA,NOVO REPARTIMENTO,Amazonia,5,2.7,1,-4.6249,-49.7461,81.5
2022/10/22 00:35:32,GOES-16,Brasil,MARANHAO,BURITICUPU,Amazonia,33,0,1,-4.5164,-46.3499,77
2022/10/22 00:35:38,GOES-16,Brasil,MARANHAO,GRAJAU,Cerrado,27,0.03,1,-5.658,-45.7226,96.1
2022/10/22 00:35:38,GOES-16,Brasil,MARANHAO,GRAJAU,Cerrado,27,0.03,1,-5.6578,-45.7451,56.4
2022/10/22 00:35:43,GOES-16,Brasil,MARANHAO,MIRADOR,Cerrado,26,0,1,-6.6224,-44.6296,59.6
2022/10/22 00:35:51,GOES-16,Brasil,PIAUI,URUCUI,Cerrado,5,0,1,-8.07,-44.6092,87.3
2022/10/22 00:35:51,GOES-16,Brasil,PIAUI,URUCUI,Cerrado,1,0,1,-8.0514,-44.5882,58.3
2022/10/22 00:35:51,GOES-16,Brasil,PIAUI,URUCUI,Cerrado,1,0.05,1,-8.0512,-44.6112,309.7
2022/10/22 00:35:51,GOES-16,Brasil,PIAUI,URUCUI,Cerrado,1,0.1,1,-8.0509,-44.6341,278.1
2022/10/22 00:35:51,GOES-16,Brasil,PIAUI,URUCUI,Cerrado,4,0.1,1,-8.0323,-44.6131,111.7
2022/10/22 00:35:51,GOES-16,Brasil,PIAUI,URUCUI,Cerrado,4,0.12,1,-8.032,-44.6361,103.4
2022/10/22 00:36:06,GOES-16,Brasil,BAHIA,SANTA RITA DE CASSIA,Cerrado,26,4.01,1,-10.6655,-44.5996,61.7
2022/10/22 00:36:06,GOES-16,Brasil,PIAUI,PARNAGUA,Cerrado,26,3.44,1,-10.6651,-44.6228,78.8
2022/10/22 00:36:07,GOES-16,Brasil,BAHIA,FORMOSA DO RIO PRETO,Cerrado,25,2.38,1,-10.91,-45.9653,80.9
2022/10/22 00:36:07,GOES-16,Brasil,BAHIA,FORMOSA DO RIO PRETO,Cerrado,26,2,1,-10.8909,-45.9678,133
2022/10/22 00:36:07,GOES-16,Brasil,BAHIA,FORMOSA DO RIO PRETO,Cerrado,25,2.32,1,-10.8906,-45.9905,78.9
2022/10/22 00:36:28,GOES-16,Brasil,GOIAS,MAMBAI,Cerrado,2,0.47,0.93,-14.5821,-46.0646,87.8
2022/10/22 00:36:46,GOES-16,Brasil,MINAS GERAIS,ATALEIA,Mata Atlantica,5,1.26,1,-18.2023,-41.3637,80.8
2022/10/22 00:36:46,GOES-16,Brasil,MINAS GERAIS,ATALEIA,Mata Atlantica,7,1.42,1,-18.182,-41.3691,86.3
2022/10/22 00:45:14,GOES-16,Brasil,PARA,MONTE ALEGRE,Amazonia,2,8.09,0.28,-1.4398,-53.9761,40.9
2022/10/22 00:45:14,GOES-16,Brasil,PARA,MONTE ALEGRE,Amazonia,2,8.14,0.03,-1.4215,-53.9763,53.3
2022/10/22 00:45:18,GOES-16,Brasil,PARA,MONTE ALEGRE,Amazonia,3,0.2,0.97,-2.1545,-54.4268,78.6
2022/10/22 00:45:18,GOES-16,Brasil,PARA,MONTE ALEGRE,Amazonia,3,0.13,1,-2.1545,-54.4468,75.9
2022/10/22 00:45:18,GOES-16,Brasil,PARA,MONTE ALEGRE,Amazonia,3,0.2,0.6,-2.1362,-54.4271,53
2022/10/22 00:45:18,GOES-16,Brasil,PARA,MONTE ALEGRE,Amazonia,3,0.13,0.68,-2.1361,-54.4471,49.9
2022/10/22 00:45:23,GOES-16,Brasil,PARA,PARAGOMINAS,Amazonia,12,0,0.92,-3.0826,-47.0308,74.2
2022/10/22 00:45:25,GOES-16,Brasil,PARA,PORTEL,Amazonia,0,7.14,0.68,-3.3823,-50.4486,48
2022/10/22 00:45:25,GOES-16,Brasil,PARA,PORTEL,Amazonia,0,14.35,0.13,-3.3446,-50.6172,293.2
2022/10/22 00:45:25,GOES-16,Brasil,PARA,PORTEL,Amazonia,0,14.01,0.12,-3.3445,-50.6382,138.6
2022/10/22 00:45:25,GOES-16,Brasil,PARA,PORTEL,Amazonia,0,14.36,0.13,-3.3262,-50.6178,85.5
2022/10/22 00:45:27,GOES-16,Brasil,MARANHAO,ALTO ALEGRE DO PINDARE,Amazonia,20,0,1,-3.7374,-46.0099,281.1
2022/10/22 00:45:27,GOES-16,Brasil,MARANHAO,ALTO ALEGRE DO PINDARE,Amazonia,21,0,1,-3.7373,-46.0322,282.9
2022/10/22 00:45:27,GOES-16,Brasil,MARANHAO,ALTO ALEGRE DO PINDARE,Amazonia,20,0,0.96,-3.7189,-46.0107,230.1
2022/10/22 00:45:27,GOES-16,Brasil,MARANHAO,ALTO ALEGRE DO PINDARE,Amazonia,20,0,1,-3.7187,-46.033,301.2
2022/10/22 00:45:28,GOES-16,Brasil,PARA,PACAJA,Amazonia,3,6.56,0.13,-3.8447,-50.3273,58.6
2022/10/22 00:45:28,GOES-16,Brasil,PARA,ULIANOPOLIS,Amazonia,28,5.63,0.35,-3.8392,-47.7871,56.3
